Label,KPR,KPRW,DPR,DPRW,RWK,RWMK,PRR,SBTPR,TDPR,TDP,ODTP,ASPR,SR,STPR,TKPR,TKP,AKP,DPK,OKPR,ODPR,OA,OS,WAOK,ATPR,CPPR,LAP,WP1V1,TAPR,SPRL,SKPR,SKP,RWSKP,SMKR,SOKPR,UDPR,UKPR100,FTPR,FAPR,TOFPR
1,0.64,0.9,71.4,94.3,0.434,0.155,1,0.11,0.15,0.231,0.303,0.19,0.226,0.12,0.13,0.208,0.267,112,0.1,0.11,0.212,0.479,0.752,2.64,0.02,0.075,0.593,69,0.098,0.01,0.009,0.005,0.002,0,5,0.67,0.33,0.03,2.14
1,0.74,0.99,82.5,103,0.497,0.181,1.1,0.1,0.14,0.193,0.243,0.22,0.183,0.11,0.15,0.206,0.26,112,0.12,0.13,0.25,0.469,0.715,3.1,0.03,0.096,0.583,53,0.035,0.01,0.011,0.006,0.002,0.0004,3.61,0.79,0.45,0.03,2.14
1,0.68,0.96,74.2,94.7,0.459,0.166,1.15,0.11,0.13,0.209,0.265,0.19,0.224,0.14,0.17,0.251,0.309,108,0.07,0.07,0.141,0.53,0.785,2.74,0.03,0.118,0.609,69,0.108,0.04,0.06,0.029,0.01,0.008,4.33,1,0.45,0.03,2.14
1,0.71,1,78.8,105.8,0.474,0.174,1.21,0.1,0.14,0.211,0.263,0.2,0.188,0.12,0.14,0.203,0.246,112,0.12,0.12,0.239,0.491,0.699,2.8,0.02,0.09,0.677,66,0.082,0.01,0.009,0.005,0.0009,0.001,4.45,0.68,0.55,0.03,2.14
0,0.67,0.92,75.6,99.5,0.462,0.162,1.16,0.1,0.13,0.185,0.254,0.2,0.203,0.11,0.13,0.198,0.265,113,0.09,0.09,0.173,0.5,0.746,2.99,0.02,0.123,0.636,63,0.058,0,0.006,0.003,0.0007,0,4.14,0.48,0.47,0.04,2.14
0,0.66,0.9,68.3,88,0.455,0.155,1,0.11,0.13,0.199,0.269,0.15,0.201,0.11,0.15,0.222,0.295,104,0.1,0.08,0.187,0.555,0.762,2.2,0.01,0.138,0.449,65,0.084,0.25,0.371,0.182,0.06,0.06,2.95,0.81,0.51,0.04,2.14
1,0.7,0.98,78.6,103.4,0.469,0.173,1.17,0.1,0.13,0.191,0.211,0.2,0.197,0.09,0.13,0.187,0.249,113,0.12,0.11,0.228,0.507,0.762,2.88,0.02,0.076,0.6,69,0.065,0,0.005,0.002,0.0009,0,3.5,0.52,0.6,0.04,2.14
0,0.63,0.89,73.2,98,0.439,0.147,0.92,0.11,0.15,0.204,0.221,0.22,0.191,0.07,0.1,0.154,0.252,116,0.13,0.15,0.271,0.466,0.733,2.86,0.01,0.061,0.625,58,0.06,0,0.007,0.004,0.0007,0,8.39,1.46,0.6,0.05,2.14
1,0.69,0.89,75.2,91.4,0.465,0.169,1.21,0.1,0.14,0.221,0.247,0.23,0.231,0.09,0.1,0.147,0.308,109,0.11,0.09,0.204,0.552,0.825,2.95,0.02,0.097,0.5,60,0.084,0,0.003,0.001,0.001,0,5.68,0.69,0.73,0.05,2.14
1,0.66,0.88,75.9,95.4,0.462,0.156,1.04,0.12,0.16,0.236,0.275,0.25,0.217,0.12,0.17,0.25,0.286,115,0.09,0.09,0.175,0.494,0.718,2.91,0.03,0.095,0.594,63,0.07,0,0.003,0.003,0,0,6.97,0.75,0.81,0.06,2.14
1,0.71,1.01,77.2,103.3,0.469,0.177,1.17,0.11,0.16,0.216,0.256,0.19,0.172,0.11,0.14,0.191,0.264,109,0.11,0.12,0.228,0.481,0.722,2.68,0.02,0.09,0.657,58,0.034,0.02,0.025,0.012,0.005,0.002,3.78,0.87,0.32,0.02,2.15
1,0.67,0.88,71.2,88.4,0.459,0.161,1.17,0.11,0.13,0.206,0.307,0.18,0.222,0.13,0.16,0.242,0.307,106,0.07,0.07,0.136,0.489,0.729,2.36,0.03,0.116,0.602,63,0.062,0,0.003,0.002,0.0004,0,4.44,0.85,0.33,0.02,2.15
0,0.62,0.86,70.2,92.4,0.432,0.143,0.98,0.1,0.14,0.203,0.254,0.19,0.218,0.1,0.13,0.21,0.273,114,0.08,0.09,0.178,0.474,0.745,2.63,0.02,0.109,0.551,66,0.087,0,0.005,0.003,0.0005,0.0006,4.2,0.88,0.36,0.02,2.15
1,0.74,1.02,83.2,108,0.496,0.187,1.18,0.1,0.13,0.187,0.219,0.22,0.176,0.1,0.13,0.176,0.269,112,0.12,0.1,0.22,0.548,0.7,2.92,0.02,0.096,0.512,62,0.046,0.03,0.047,0.026,0.006,0.007,4.44,0.89,0.39,0.02,2.15
1,0.69,0.92,74.6,93.9,0.466,0.169,1.12,0.1,0.12,0.203,0.275,0.19,0.253,0.12,0.15,0.22,0.291,109,0.07,0.07,0.137,0.501,0.741,2.78,0.03,0.111,0.622,72,0.116,0,0.004,0.002,0.0002,0,3.8,0.62,0.36,0.03,2.15
1,0.71,0.99,76.8,100,0.477,0.174,1.24,0.11,0.14,0.21,0.267,0.18,0.2,0.12,0.15,0.217,0.259,107,0.09,0.09,0.188,0.504,0.685,2.66,0.02,0.086,0.663,65,0.073,0,0.004,0.003,0.0007,0.0002,3.57,0.73,0.36,0.03,2.15
1,0.68,0.96,74.5,99,0.462,0.164,1.04,0.09,0.12,0.176,0.216,0.18,0.189,0.12,0.15,0.221,0.272,110,0.09,0.1,0.193,0.489,0.699,2.66,0.03,0.113,0.683,65,0.061,0.01,0.008,0.004,0.001,0.0007,5.39,0.99,0.42,0.03,2.15
1,0.66,0.91,72.7,94.6,0.455,0.158,1.02,0.1,0.14,0.204,0.246,0.18,0.216,0.11,0.14,0.207,0.259,110,0.1,0.1,0.195,0.5,0.704,2.56,0.02,0.102,0.58,66,0.102,0.01,0.022,0.011,0.004,0.002,3.6,0.68,0.45,0.03,2.15
0,0.63,0.86,68.8,87.4,0.439,0.148,1.09,0.1,0.12,0.192,0.229,0.16,0.23,0.12,0.15,0.242,0.285,109,0.07,0.08,0.15,0.462,0.685,2.54,0.02,0.124,0.64,69,0.11,0,0.004,0.002,0,0.0003,3.22,0.47,0.49,0.03,2.15
0,0.64,0.86,69.8,90.9,0.452,0.144,0.87,0.09,0.11,0.172,0.188,0.14,0.197,0.09,0.13,0.202,0.263,109,0.09,0.06,0.158,0.595,0.717,2.03,0.03,0.156,0.537,64,0.082,0.28,0.43,0.215,0.06,0.06,3.11,0.52,0.46,0.04,2.15
1,0.76,1.07,84.6,113.8,0.5,0.193,1.22,0.11,0.14,0.202,0.214,0.25,0.177,0.14,0.17,0.219,0.273,111,0.11,0.12,0.227,0.493,0.726,3.25,0.03,0.083,0.6,61,0.039,0.01,0.008,0.005,0.0009,0.001,5.67,1.02,0.55,0.04,2.15
0,0.64,0.87,71.3,90.8,0.442,0.154,1.06,0.1,0.13,0.201,0.236,0.19,0.224,0.11,0.14,0.214,0.283,111,0.08,0.09,0.167,0.477,0.732,2.67,0.02,0.097,0.587,64,0.075,0,0.006,0.003,0.0009,0,4.97,0.92,0.52,0.05,2.15
1,0.73,0.97,82.1,103.7,0.488,0.18,1.29,0.12,0.16,0.238,0.329,0.25,0.211,0.15,0.17,0.23,0.27,113,0.11,0.1,0.212,0.527,0.744,2.92,0.02,0.083,0.571,59,0.089,0,0.002,0.002,0,0,3.54,0.63,0.31,0.02,2.16
1,0.67,0.94,76.6,101.8,0.458,0.163,1.06,0.1,0.13,0.2,0.202,0.21,0.198,0.09,0.12,0.174,0.236,114,0.11,0.12,0.227,0.464,0.702,2.77,0.01,0.078,0.514,65,0.08,0.01,0.018,0.01,0.003,0.001,4.33,0.79,0.36,0.02,2.16
1,0.67,0.94,74.9,98.2,0.465,0.158,1.09,0.1,0.13,0.192,0.218,0.18,0.196,0.1,0.14,0.202,0.245,112,0.11,0.11,0.217,0.487,0.693,2.8,0.02,0.094,0.606,62,0.07,0,0.006,0.004,0.001,0,4.23,0.73,0.38,0.02,2.16
0,0.68,0.96,75,98.1,0.467,0.165,1.01,0.1,0.14,0.199,0.223,0.19,0.182,0.11,0.14,0.199,0.26,110,0.08,0.09,0.178,0.466,0.714,2.74,0.03,0.099,0.63,60,0.042,0.01,0.008,0.006,0.001,0.001,3.61,0.48,0.39,0.03,2.16
1,0.71,0.96,77.5,98.2,0.481,0.177,1.18,0.12,0.14,0.215,0.303,0.21,0.212,0.13,0.15,0.209,0.286,109,0.1,0.09,0.189,0.533,0.738,2.81,0.02,0.1,0.629,66,0.083,0,0.004,0.003,0.0003,0.0003,3.95,0.81,0.39,0.03,2.16
0,0.64,0.9,70.5,93.5,0.448,0.147,1,0.12,0.15,0.213,0.261,0.18,0.199,0.1,0.12,0.192,0.246,110,0.1,0.13,0.226,0.43,0.669,2.63,0.02,0.082,0.655,62,0.07,0.02,0.026,0.013,0.003,0.002,4.48,1.03,0.39,0.03,2.16
1,0.73,1.01,82.6,109,0.499,0.174,1.26,0.11,0.14,0.202,0.234,0.23,0.183,0.12,0.15,0.199,0.228,114,0.12,0.1,0.222,0.532,0.746,3.08,0.02,0.09,0.605,60,0.056,0.01,0.008,0.007,0.0003,0,3.26,0.58,0.44,0.03,2.16
0,0.63,0.88,70,92.3,0.433,0.15,1.08,0.12,0.14,0.21,0.25,0.17,0.195,0.11,0.13,0.199,0.259,111,0.09,0.11,0.204,0.454,0.719,2.45,0.02,0.082,0.658,64,0.059,0.01,0.021,0.011,0.003,0.001,4.09,0.7,0.46,0.03,2.16
0,0.64,0.86,71.2,90.2,0.443,0.152,1.02,0.11,0.14,0.214,0.27,0.19,0.217,0.13,0.16,0.243,0.275,111,0.08,0.09,0.17,0.469,0.755,2.65,0.02,0.096,0.593,64,0.071,0.01,0.009,0.004,0.002,0.0006,4.8,0.71,0.52,0.03,2.16
1,0.74,1,71.6,92.2,0.512,0.18,1.21,0.1,0.12,0.197,0.22,0.11,0.174,0.12,0.16,0.218,0.28,97,0.11,0.07,0.183,0.621,0.71,1.72,0.02,0.152,0.517,69,0.102,0.37,0.5,0.285,0.1,0.08,1.95,0.62,0.46,0.04,2.16
0,0.63,0.89,69.9,92,0.439,0.145,1.05,0.11,0.15,0.217,0.331,0.19,0.218,0.12,0.15,0.242,0.274,111,0.09,0.1,0.189,0.451,0.676,2.62,0.02,0.091,0.651,66,0.069,0,0.005,0.003,0.0006,0.0003,4.1,0.68,0.46,0.04,2.16
1,0.69,0.91,74,92.8,0.474,0.166,1.06,0.1,0.13,0.205,0.278,0.17,0.212,0.11,0.14,0.204,0.268,107,0.09,0.08,0.17,0.523,0.701,2.7,0.03,0.115,0.681,70,0.09,0,0.007,0.004,0.0005,0,4.5,0.96,0.53,0.04,2.16
1,0.73,1.01,81.6,104,0.498,0.18,1.1,0.09,0.12,0.185,0.218,0.22,0.195,0.11,0.15,0.201,0.272,111,0.11,0.1,0.213,0.522,0.722,3.16,0.02,0.099,0.578,64,0.08,0.02,0.024,0.015,0.003,0.003,4.37,0.9,0.64,0.04,2.16
1,0.76,0.97,77.3,95.2,0.525,0.19,1.31,0.09,0.09,0.172,0.222,0.14,0.206,0.12,0.17,0.22,0.276,101,0.1,0.05,0.149,0.672,0.776,2.26,0.03,0.146,0.602,78,0.143,0.33,0.431,0.267,0.08,0.07,3.69,1.06,0.58,0.05,2.16
1,0.73,0.97,78.6,98.3,0.483,0.186,1.31,0.12,0.16,0.247,0.312,0.2,0.21,0.12,0.15,0.198,0.282,107,0.1,0.1,0.197,0.511,0.766,2.97,0.02,0.091,0.64,67,0.068,0,0.005,0.004,0.0007,0.0001,4.49,0.89,0.67,0.05,2.16
1,0.65,0.88,71.4,90.4,0.446,0.155,1.14,0.11,0.14,0.219,0.291,0.18,0.223,0.11,0.15,0.226,0.284,110,0.08,0.08,0.158,0.496,0.77,2.82,0.02,0.093,0.649,73,0.091,0,0.005,0.003,0.0003,0.0002,5.81,0.9,0.71,0.05,2.16
0,0.65,0.97,71.6,97,0.441,0.159,1.07,0.11,0.15,0.203,0.281,0.17,0.166,0.11,0.14,0.222,0.264,110,0.1,0.12,0.217,0.456,0.665,2.43,0.03,0.112,0.639,62,0.046,0.02,0.03,0.016,0.004,0.002,4.05,0.91,0.43,0.02,2.17
0,0.64,0.95,72.2,100.1,0.441,0.155,0.9,0.11,0.16,0.203,0.232,0.19,0.159,0.09,0.12,0.18,0.247,113,0.14,0.17,0.315,0.45,0.68,2.64,0.02,0.079,0.48,56,0.031,0.01,0.014,0.009,0.0009,0.0006,4,0.9,0.49,0.02,2.17
0,0.64,0.89,70.8,95.2,0.446,0.146,1.06,0.09,0.14,0.195,0.258,0.18,0.201,0.1,0.13,0.202,0.251,111,0.08,0.09,0.172,0.469,0.746,2.5,0.02,0.112,0.725,62,0.055,0.01,0.02,0.011,0.003,0.003,3.2,0.57,0.39,0.03,2.17
1,0.68,0.93,77.7,101.1,0.464,0.165,1.14,0.11,0.14,0.206,0.236,0.23,0.208,0.11,0.14,0.205,0.26,115,0.11,0.11,0.217,0.508,0.763,2.95,0.02,0.093,0.581,64,0.085,0,0.006,0.003,0.0005,0.0004,6.11,1,0.41,0.03,2.17
1,0.73,1,80.6,103.3,0.481,0.178,1.19,0.11,0.15,0.218,0.288,0.22,0.195,0.11,0.13,0.185,0.276,111,0.11,0.1,0.208,0.507,0.74,2.96,0.02,0.094,0.657,63,0.053,0.02,0.021,0.012,0.003,0.005,5.04,0.85,0.44,0.03,2.17
1,0.64,0.85,72.1,90.4,0.447,0.152,1.09,0.1,0.13,0.213,0.286,0.19,0.234,0.1,0.14,0.214,0.263,112,0.08,0.08,0.168,0.504,0.746,2.79,0.02,0.103,0.602,72,0.085,0,0.003,0.002,0.0003,0.0005,5.21,0.99,0.51,0.03,2.17
1,0.72,1.03,77.6,103.9,0.471,0.186,1.16,0.12,0.15,0.216,0.229,0.2,0.174,0.12,0.15,0.208,0.263,108,0.11,0.12,0.224,0.475,0.723,2.86,0.03,0.083,0.725,60,0.041,0,0.007,0.006,0,0,4.39,0.68,0.53,0.03,2.17
1,0.66,0.87,70.9,87.3,0.463,0.158,1.09,0.11,0.12,0.197,0.243,0.19,0.238,0.11,0.16,0.245,0.316,108,0.06,0.06,0.118,0.51,0.715,2.84,0.03,0.128,0.477,72,0.102,0,0.003,0.003,0.001,0,4.87,1.29,0.47,0.04,2.17
0,0.63,0.88,69.9,91.7,0.441,0.147,1.11,0.11,0.13,0.197,0.24,0.17,0.217,0.1,0.14,0.218,0.265,111,0.07,0.08,0.155,0.459,0.655,2.7,0.02,0.118,0.581,65,0.075,0.01,0.012,0.004,0.002,0.0007,4.08,0.62,0.52,0.04,2.17
1,0.69,0.94,71.2,93,0.476,0.171,0.94,0.1,0.12,0.19,0.241,0.13,0.182,0.09,0.13,0.193,0.281,103,0.11,0.06,0.163,0.651,0.778,2.1,0.04,0.185,0.531,67,0.094,0.29,0.413,0.211,0.08,0.07,3.83,0.64,0.55,0.04,2.17
1,0.67,0.91,72.3,93,0.459,0.164,1.1,0.11,0.13,0.206,0.257,0.18,0.218,0.13,0.15,0.227,0.281,107,0.08,0.08,0.163,0.493,0.733,2.65,0.03,0.106,0.669,68,0.088,0.01,0.01,0.005,0.0009,0.001,3.83,0.75,0.55,0.04,2.17
1,0.72,0.99,79,100.6,0.488,0.177,1.14,0.09,0.12,0.191,0.241,0.19,0.198,0.11,0.14,0.191,0.269,109,0.1,0.09,0.188,0.509,0.679,2.84,0.03,0.124,0.617,66,0.08,0.01,0.007,0.004,0.001,0.0001,4.97,0.54,0.6,0.04,2.17
1,0.67,0.94,74.6,97.2,0.456,0.163,1.06,0.13,0.16,0.229,0.307,0.21,0.207,0.11,0.15,0.216,0.286,111,0.09,0.09,0.185,0.489,0.714,2.91,0.02,0.1,0.614,61,0.067,0.01,0.011,0.006,0.002,0.0007,3.71,0.81,0.6,0.04,2.17
0,0.65,0.9,71.2,94.5,0.45,0.152,0.89,0.14,0.16,0.236,0.301,0.19,0.199,0.12,0.14,0.211,0.283,110,0.11,0.12,0.231,0.474,0.747,2.65,0.02,0.077,0.667,63,0.075,0,0.001,0,0.0001,0,4.3,0.89,0.57,0.05,2.17
0,0.64,0.85,70.2,88.6,0.441,0.152,1.01,0.11,0.14,0.211,0.306,0.18,0.207,0.1,0.13,0.211,0.281,110,0.07,0.08,0.152,0.461,0.708,2.56,0.03,0.115,0.591,61,0.058,0,0.007,0.003,0.0007,0,4.48,0.61,0.59,0.05,2.17
0,0.61,0.81,68.1,84.4,0.43,0.135,0.95,0.09,0.12,0.188,0.301,0.18,0.243,0.11,0.13,0.221,0.28,112,0.07,0.08,0.148,0.482,0.706,2.72,0.02,0.119,0.636,70,0.087,0.01,0.009,0.006,0.0006,0.0006,4.91,0.72,0.61,0.05,2.17
1,0.77,1.04,76.3,100.8,0.511,0.193,1.12,0.09,0.1,0.159,0.222,0.12,0.171,0.13,0.18,0.23,0.275,99,0.12,0.07,0.191,0.607,0.711,2,0.03,0.139,0.551,69,0.108,0.29,0.374,0.231,0.07,0.07,2.17,0.75,0.68,0.05,2.17
1,0.72,1.03,79.8,106.1,0.482,0.178,1.12,0.1,0.14,0.196,0.23,0.21,0.177,0.11,0.14,0.196,0.261,110,0.12,0.12,0.248,0.498,0.699,2.87,0.02,0.085,0.6,61,0.056,0,0.005,0.004,0.0005,0,3.51,0.48,0.32,0.01,2.18
1,0.72,1.04,77.8,105,0.482,0.18,1.07,0.1,0.14,0.195,0.262,0.18,0.163,0.12,0.15,0.213,0.262,108,0.09,0.09,0.183,0.485,0.714,2.71,0.02,0.076,0.639,60,0.047,0,0.007,0.004,0.0006,0.0004,4.55,0.79,0.29,0.02,2.18
1,0.72,0.96,78.6,100.7,0.486,0.175,1.15,0.09,0.14,0.21,0.266,0.21,0.201,0.11,0.15,0.203,0.276,110,0.09,0.08,0.177,0.527,0.688,2.77,0.02,0.105,0.607,61,0.068,0,0.006,0.004,0.0004,0,3.57,0.64,0.31,0.02,2.18
0,0.67,0.93,73.4,96.2,0.455,0.167,0.93,0.1,0.13,0.187,0.219,0.19,0.196,0.11,0.15,0.219,0.279,110,0.1,0.1,0.196,0.5,0.742,2.77,0.02,0.093,0.452,60,0.068,0,0.005,0.003,0,0.0003,4.1,0.66,0.38,0.02,2.18
1,0.7,0.99,77.4,103.6,0.471,0.176,1.18,0.1,0.15,0.212,0.263,0.2,0.186,0.11,0.13,0.185,0.244,110,0.13,0.13,0.257,0.503,0.712,2.72,0.02,0.076,0.662,65,0.069,0,0.003,0.001,0.0001,0,4.12,0.54,0.46,0.02,2.18
1,0.67,0.89,72.7,91.1,0.464,0.16,1.07,0.11,0.13,0.204,0.324,0.18,0.218,0.12,0.15,0.228,0.277,109,0.07,0.06,0.134,0.519,0.749,2.62,0.02,0.124,0.638,67,0.07,0,0.005,0.003,0.0005,0,4.2,0.91,0.37,0.03,2.18
0,0.62,0.83,70.1,87.2,0.449,0.144,1.14,0.11,0.14,0.206,0.31,0.19,0.213,0.11,0.14,0.226,0.263,113,0.06,0.07,0.131,0.486,0.71,2.61,0.02,0.122,0.6,65,0.058,0.01,0.011,0.006,0.0004,0,4.33,0.67,0.4,0.03,2.18
1,0.71,0.99,79.4,104.7,0.481,0.174,1.06,0.1,0.13,0.192,0.241,0.21,0.201,0.1,0.14,0.192,0.25,112,0.12,0.11,0.232,0.51,0.721,2.88,0.01,0.095,0.534,65,0.124,0.01,0.01,0.006,0.001,0.0009,4.76,0.82,0.41,0.03,2.18
0,0.64,0.89,69.7,90.2,0.444,0.151,1.04,0.1,0.14,0.198,0.328,0.17,0.188,0.1,0.14,0.214,0.296,109,0.06,0.09,0.152,0.42,0.709,2.65,0.02,0.117,0.659,67,0.076,0,0.006,0.002,0.0005,0,5.13,0.9,0.46,0.03,2.18
1,0.7,1,79,106.3,0.461,0.173,1.28,0.11,0.15,0.21,0.243,0.23,0.18,0.12,0.14,0.207,0.255,114,0.12,0.14,0.258,0.456,0.722,2.99,0.02,0.084,0.515,55,0.03,0,0.006,0.005,0.001,0,3.93,0.48,0.47,0.03,2.18
1,0.67,0.95,73.9,98.1,0.465,0.157,1,0.09,0.12,0.186,0.24,0.18,0.205,0.09,0.13,0.187,0.262,110,0.09,0.09,0.181,0.505,0.687,2.73,0.02,0.092,0.543,69,0.115,0,0.003,0.002,0,0,4.61,0.71,0.48,0.03,2.18
1,0.7,0.97,78.9,102.4,0.471,0.171,1.13,0.11,0.15,0.228,0.278,0.21,0.203,0.11,0.12,0.178,0.248,113,0.13,0.12,0.246,0.509,0.727,3.01,0.02,0.066,0.635,63,0.047,0,0.001,0.001,0,0,6.17,0.94,0.51,0.03,2.18
1,0.7,0.97,77.8,101.7,0.472,0.173,1.01,0.1,0.12,0.182,0.211,0.21,0.194,0.11,0.15,0.208,0.272,110,0.11,0.11,0.216,0.501,0.721,2.98,0.02,0.105,0.552,62,0.055,0,0.003,0.002,0,0.0002,4.07,0.43,0.52,0.03,2.18
0,0.64,0.89,67.5,91.2,0.45,0.147,0.78,0.1,0.11,0.173,0.224,0.13,0.188,0.1,0.13,0.207,0.262,106,0.09,0.07,0.165,0.574,0.698,1.96,0.02,0.145,0.557,68,0.109,0.33,0.514,0.251,0.09,0.07,4.02,1.03,0.88,0.07,2.18
1,0.74,1.03,80,104.9,0.508,0.181,1.16,0.08,0.1,0.165,0.175,0.19,0.193,0.11,0.15,0.201,0.253,108,0.12,0.08,0.196,0.589,0.716,2.87,0.02,0.111,0.682,71,0.131,0,0.004,0.003,0.0004,0.0002,4.24,1.22,0.29,0.02,2.19
1,0.72,1.03,80.2,108.8,0.489,0.177,1.19,0.1,0.14,0.2,0.247,0.2,0.177,0.11,0.14,0.197,0.254,111,0.13,0.13,0.261,0.512,0.693,2.91,0.03,0.113,0.6,60,0.076,0.01,0.009,0.005,0.002,0,3.83,0.54,0.46,0.02,2.19
1,0.71,0.96,78.6,100.9,0.486,0.168,1.18,0.11,0.14,0.21,0.242,0.22,0.196,0.11,0.15,0.206,0.277,111,0.12,0.11,0.231,0.527,0.745,2.9,0.03,0.091,0.595,61,0.061,0.03,0.035,0.019,0.006,0.005,5.74,1.05,0.44,0.03,2.19
1,0.76,1.02,83,107.7,0.499,0.19,1.36,0.12,0.16,0.235,0.249,0.21,0.177,0.11,0.14,0.18,0.244,109,0.15,0.13,0.281,0.543,0.748,2.78,0.02,0.07,0.611,65,0.056,0,0.002,0.001,0.0003,0,5.4,0.84,0.51,0.03,2.19
1,0.7,0.94,76.6,96,0.471,0.172,1.11,0.09,0.12,0.188,0.222,0.19,0.224,0.1,0.14,0.199,0.261,109,0.1,0.09,0.183,0.524,0.718,2.87,0.03,0.108,0.656,68,0.085,0.01,0.015,0.009,0.003,0.003,4.9,0.93,0.56,0.03,2.19
1,0.67,0.91,73.7,92.8,0.458,0.165,1.06,0.11,0.14,0.215,0.264,0.19,0.216,0.12,0.14,0.212,0.294,109,0.07,0.08,0.149,0.476,0.69,2.79,0.02,0.085,0.61,67,0.077,0,0.004,0.002,0.0007,0.0003,3.61,0.9,0.41,0.04,2.19
1,0.64,0.86,72.7,90.7,0.444,0.153,1.16,0.1,0.13,0.206,0.261,0.19,0.236,0.1,0.13,0.209,0.268,114,0.08,0.08,0.156,0.482,0.728,2.86,0.02,0.104,0.623,67,0.082,0.01,0.021,0.01,0.002,0.001,4.55,0.64,0.49,0.04,2.19
1,0.76,1.02,79.3,103.9,0.506,0.193,1.11,0.08,0.11,0.167,0.197,0.16,0.17,0.09,0.14,0.185,0.262,105,0.13,0.08,0.209,0.601,0.753,2.15,0.03,0.141,0.568,67,0.111,0.31,0.406,0.23,0.08,0.07,4.14,0.87,0.49,0.04,2.19
0,0.62,0.84,68.1,87.8,0.425,0.148,0.96,0.11,0.14,0.209,0.342,0.17,0.232,0.1,0.13,0.205,0.266,111,0.08,0.09,0.169,0.467,0.687,2.47,0.03,0.109,0.626,69,0.082,0.01,0.01,0.005,0.001,0.0004,5.15,0.94,0.6,0.05,2.19
1,0.67,0.9,72.4,91.9,0.459,0.161,1.08,0.11,0.14,0.219,0.254,0.19,0.221,0.11,0.14,0.202,0.288,108,0.08,0.09,0.166,0.485,0.741,2.84,0.03,0.103,0.64,69,0.061,0,0.005,0.003,0.0003,0.0001,4.59,0.85,0.69,0.05,2.19
1,0.71,0.93,77.9,95.7,0.478,0.178,1.08,0.11,0.13,0.213,0.325,0.21,0.224,0.12,0.15,0.216,0.281,109,0.07,0.07,0.149,0.499,0.789,3.06,0.04,0.119,0.581,66,0.06,0.01,0.007,0.005,0.0005,0.0005,5.7,1.19,0.72,0.05,2.19
0,0.6,0.85,69.6,93.3,0.416,0.144,1.01,0.13,0.16,0.227,0.34,0.2,0.206,0.11,0.14,0.228,0.28,115,0.08,0.11,0.192,0.42,0.692,2.82,0.02,0.101,0.681,64,0.049,0.01,0.016,0.007,0.003,0.0002,4.47,0.59,0.92,0.06,2.19
1,0.72,0.98,78,101.6,0.492,0.175,1.15,0.1,0.14,0.203,0.263,0.18,0.187,0.12,0.15,0.207,0.249,108,0.09,0.09,0.181,0.523,0.748,2.72,0.02,0.101,0.587,65,0.061,0,0.004,0.003,0.0001,0.0003,3.04,0.49,0.32,0.02,2.2
1,0.86,1.18,92.4,119.8,0.542,0.232,1.24,0.13,0.17,0.243,0.275,0.23,0.155,0.15,0.18,0.203,0.254,107,0.15,0.12,0.272,0.546,0.724,2.99,0.01,0.064,0.571,57,0.039,0.01,0.009,0.006,0.002,0.002,3.42,0.69,0.37,0.02,2.2
1,0.72,1,78.9,102.9,0.486,0.178,1.15,0.12,0.15,0.224,0.281,0.2,0.195,0.13,0.15,0.212,0.275,110,0.12,0.11,0.228,0.509,0.724,2.95,0.02,0.08,0.619,64,0.089,0.01,0.007,0.005,0.001,0.001,4.08,0.6,0.46,0.02,2.2
1,0.67,0.92,75.4,96.7,0.465,0.161,1.08,0.11,0.14,0.212,0.288,0.19,0.209,0.12,0.14,0.212,0.26,112,0.12,0.11,0.229,0.508,0.71,2.96,0.02,0.087,0.657,71,0.095,0.01,0.021,0.01,0.003,0.001,5.88,0.54,0.51,0.02,2.2
1,0.79,1.09,83,109.4,0.509,0.206,1.19,0.11,0.14,0.208,0.252,0.2,0.185,0.13,0.17,0.221,0.268,106,0.1,0.08,0.184,0.541,0.753,2.84,0.03,0.108,0.645,67,0.074,0,0.004,0.003,0.0005,0.0001,3.68,0.84,0.34,0.03,2.2
1,0.72,1.02,80,105.9,0.469,0.182,1.17,0.12,0.16,0.232,0.266,0.22,0.192,0.12,0.14,0.196,0.268,111,0.12,0.14,0.256,0.457,0.725,2.91,0.02,0.062,0.538,63,0.042,0.01,0.013,0.007,0.002,0.002,4.92,0.73,0.37,0.03,2.2
1,0.68,0.97,73,97.7,0.458,0.168,0.96,0.08,0.11,0.172,0.217,0.16,0.197,0.1,0.12,0.179,0.252,107,0.09,0.1,0.198,0.477,0.7,2.44,0.01,0.086,0.667,64,0.095,0.02,0.023,0.013,0.002,0.002,3.12,0.65,0.41,0.03,2.2
0,0.61,0.84,67.7,87.5,0.43,0.144,1.09,0.12,0.15,0.231,0.335,0.18,0.225,0.11,0.13,0.215,0.278,110,0.09,0.1,0.194,0.482,0.696,2.5,0.02,0.1,0.663,67,0.076,0,0.004,0.002,0.0002,0.0002,4.5,0.82,0.47,0.04,2.2
0,0.65,0.94,73.6,99.2,0.45,0.153,0.76,0.1,0.15,0.212,0.249,0.19,0.184,0.09,0.13,0.198,0.251,113,0.1,0.12,0.228,0.459,0.691,2.93,0.01,0.076,0.708,63,0.05,0.01,0.012,0.008,0.003,0.0003,4.62,0.52,0.59,0.04,2.2
