Label,KPR,KPRW,DPR,DPRW,RWK,RWMK,PRR,SBTPR,TDPR,TDP,ODTP,ASPR,SR,STPR,TKPR,TKP,AKP,DPK,OKPR,ODPR,OA,OS,WAOK,ATPR,CPPR,LAP,WP1V1,TAPR,SPRL,SKPR,SKP,RWSKP,SMKR,SOKPR,UDPR,UKPR100,FTPR,FAPR,TOFPR
1,0.69,0.97,70.4,95.5,0.472,0.162,0.98,0.09,0.1,0.165,0.247,0.12,0.189,0.1,0.13,0.194,0.27,102,0.11,0.07,0.178,0.626,0.734,1.94,0.03,0.154,0.631,69,0.14,0.35,0.499,0.275,0.09,0.08,3.27,0.75,0.72,0.07,2.41
1,0.7,0.93,71.1,90.9,0.478,0.17,1.12,0.1,0.12,0.193,0.222,0.12,0.181,0.11,0.14,0.195,0.273,101,0.11,0.09,0.197,0.567,0.75,1.83,0.03,0.138,0.581,64,0.053,0.39,0.546,0.299,0.11,0.08,2.31,0.75,0.61,0.08,2.41
1,0.66,0.88,68.3,86.4,0.46,0.16,1.1,0.09,0.12,0.188,0.238,0.14,0.211,0.12,0.15,0.233,0.302,103,0.08,0.06,0.143,0.585,0.779,2.13,0.03,0.154,0.619,72,0.089,0.22,0.327,0.168,0.05,0.04,3.38,0.76,0.8,0.08,2.41
1,0.68,0.87,68.7,84.7,0.471,0.159,1.06,0.1,0.11,0.198,0.247,0.13,0.218,0.09,0.11,0.168,0.28,101,0.11,0.07,0.182,0.598,0.798,1.92,0.02,0.127,0.56,69,0.084,0.36,0.526,0.275,0.08,0.08,3.35,0.93,0.8,0.1,2.41
1,0.71,0.94,72.7,92.4,0.49,0.168,1.16,0.1,0.11,0.194,0.238,0.13,0.206,0.1,0.15,0.207,0.272,102,0.1,0.06,0.165,0.623,0.742,2.11,0.04,0.137,0.658,71,0.125,0.3,0.416,0.235,0.07,0.07,3.27,0.8,0.86,0.1,2.41
1,0.74,0.99,79.9,103.4,0.509,0.174,1.14,0.11,0.14,0.212,0.26,0.2,0.184,0.13,0.15,0.202,0.26,108,0.12,0.11,0.227,0.529,0.698,2.78,0.02,0.114,0.541,62,0.068,0,0.006,0.004,0.0004,0.0004,3.97,0.61,0.45,0.04,2.42
1,0.67,0.94,72.6,95.9,0.454,0.164,1.1,0.12,0.15,0.227,0.268,0.19,0.207,0.11,0.14,0.209,0.273,109,0.11,0.11,0.213,0.493,0.767,2.65,0.03,0.092,0.738,66,0.083,0.01,0.01,0.006,0.0002,0.0002,4.28,0.81,0.46,0.04,2.42
1,0.69,0.9,77,95,0.472,0.169,1.08,0.11,0.15,0.221,0.275,0.22,0.209,0.1,0.12,0.172,0.259,112,0.11,0.12,0.228,0.494,0.763,2.93,0.02,0.09,0.453,62,0.07,0.01,0.011,0.007,0.002,0.0002,5.82,1.02,0.53,0.04,2.42
0,0.63,0.94,71.1,98.4,0.429,0.145,0.89,0.11,0.14,0.186,0.198,0.18,0.174,0.08,0.11,0.173,0.251,114,0.12,0.14,0.261,0.474,0.709,2.7,0.01,0.096,0.5,63,0.07,0.02,0.024,0.012,0.002,0.003,5.77,0.96,0.8,0.05,2.42
0,0.63,0.87,72.9,94.6,0.432,0.147,0.94,0.1,0.14,0.199,0.235,0.2,0.219,0.1,0.12,0.193,0.255,116,0.1,0.12,0.223,0.452,0.698,2.88,0.02,0.087,0.587,62,0.091,0.03,0.045,0.023,0.004,0.005,6.23,1.13,0.85,0.05,2.42
0,0.64,0.92,65.7,90.8,0.463,0.142,1.05,0.08,0.11,0.17,0.222,0.11,0.184,0.08,0.12,0.181,0.259,102,0.11,0.09,0.195,0.555,0.725,1.7,0.03,0.146,0.396,67,0.115,0.34,0.526,0.282,0.08,0.08,2.2,0.48,0.54,0.06,2.42
0,0.64,0.88,73.3,95.6,0.446,0.151,1.02,0.12,0.14,0.207,0.265,0.23,0.215,0.1,0.13,0.21,0.315,115,0.09,0.09,0.181,0.477,0.73,3.14,0.02,0.102,0.604,69,0.083,0,0.005,0.003,0.0006,0.0002,9.17,1.95,0.64,0.06,2.42
1,0.65,0.9,72.2,93.1,0.453,0.154,1.03,0.11,0.14,0.206,0.298,0.2,0.218,0.12,0.14,0.216,0.285,111,0.09,0.08,0.167,0.523,0.745,2.73,0.03,0.113,0.702,68,0.079,0,0.007,0.003,0.0008,0.0005,5.53,1.16,0.66,0.06,2.42
1,0.71,0.94,72.3,92.1,0.478,0.174,1.02,0.1,0.11,0.187,0.231,0.14,0.214,0.1,0.14,0.203,0.281,102,0.11,0.07,0.182,0.588,0.715,2.04,0.03,0.145,0.544,70,0.126,0.31,0.441,0.239,0.08,0.07,2.91,0.69,0.68,0.06,2.42
0,0.64,0.88,64.6,85.7,0.448,0.144,0.98,0.09,0.11,0.177,0.234,0.11,0.206,0.09,0.12,0.196,0.278,102,0.09,0.07,0.16,0.571,0.722,1.67,0.02,0.122,0.562,69,0.127,0.37,0.578,0.289,0.09,0.08,2.63,0.61,0.69,0.06,2.42
0,0.61,0.83,67.9,86.6,0.436,0.142,0.88,0.11,0.15,0.223,0.298,0.18,0.225,0.09,0.13,0.213,0.277,110,0.09,0.1,0.183,0.475,0.748,2.54,0.02,0.101,0.656,63,0.061,0,0.007,0.003,0.0003,0.0004,4.15,0.73,0.65,0.07,2.42
1,0.68,0.92,71.1,93.5,0.464,0.17,1.05,0.11,0.13,0.202,0.273,0.14,0.189,0.12,0.15,0.217,0.271,105,0.12,0.09,0.209,0.55,0.742,2.04,0.02,0.129,0.554,68,0.073,0.32,0.467,0.255,0.08,0.08,3.64,0.87,0.77,0.07,2.42
1,0.68,0.9,68.3,85.7,0.472,0.165,1.18,0.08,0.09,0.153,0.267,0.11,0.219,0.11,0.16,0.231,0.302,100,0.07,0.05,0.124,0.601,0.695,1.8,0.05,0.183,0.756,70,0.103,0.3,0.435,0.236,0.07,0.05,2.51,0.48,0.66,0.08,2.42
0,0.61,0.83,63.3,81.6,0.433,0.14,1.02,0.09,0.11,0.184,0.269,0.12,0.22,0.09,0.13,0.205,0.288,104,0.1,0.07,0.18,0.584,0.726,1.78,0.02,0.149,0.533,72,0.122,0.31,0.495,0.239,0.08,0.08,2.78,1.03,0.67,0.08,2.42
0,0.6,0.79,62.4,79,0.431,0.135,0.93,0.1,0.13,0.205,0.273,0.13,0.22,0.1,0.13,0.209,0.281,104,0.1,0.08,0.174,0.555,0.744,1.9,0.02,0.098,0.589,68,0.098,0.25,0.41,0.199,0.06,0.06,3.09,0.64,0.72,0.08,2.42
1,0.65,0.84,66.5,84.1,0.454,0.151,0.97,0.1,0.11,0.189,0.27,0.14,0.237,0.12,0.16,0.247,0.316,102,0.08,0.05,0.13,0.594,0.712,2.14,0.03,0.13,0.642,72,0.116,0.23,0.345,0.182,0.05,0.05,3.64,0.93,0.72,0.08,2.42
0,0.6,0.82,67.1,87.1,0.422,0.135,0.82,0.11,0.14,0.209,0.287,0.18,0.216,0.08,0.11,0.192,0.252,112,0.09,0.11,0.194,0.452,0.721,2.76,0.02,0.099,0.604,70,0.094,0.01,0.02,0.009,0.002,0.002,4.25,0.47,0.87,0.09,2.42
1,0.68,0.93,74.9,97.7,0.462,0.162,1.07,0.11,0.14,0.209,0.275,0.21,0.2,0.12,0.14,0.211,0.278,111,0.11,0.13,0.242,0.472,0.737,2.78,0.02,0.083,0.624,63,0.073,0,0.001,0.001,0,0,5.24,0.92,0.43,0.03,2.43
1,0.73,0.99,81.3,103.7,0.491,0.183,1.22,0.11,0.15,0.228,0.257,0.22,0.205,0.12,0.13,0.18,0.259,111,0.12,0.11,0.228,0.524,0.709,3.01,0.02,0.084,0.647,68,0.103,0,0.004,0.003,0.0005,0,5.14,0.93,0.44,0.03,2.43
1,0.67,0.9,73.3,92.2,0.453,0.163,1.14,0.09,0.13,0.205,0.28,0.18,0.23,0.11,0.14,0.205,0.267,109,0.09,0.09,0.185,0.504,0.749,2.83,0.02,0.096,0.608,68,0.094,0.01,0.012,0.007,0.001,0.0005,4.84,0.85,0.5,0.03,2.43
1,0.74,1.05,83.3,111.6,0.486,0.185,1.23,0.1,0.14,0.185,0.223,0.21,0.176,0.09,0.12,0.159,0.231,113,0.13,0.13,0.264,0.488,0.73,3.02,0.02,0.084,0.765,59,0.061,0.01,0.019,0.01,0.002,0.001,5.7,0.81,0.51,0.03,2.43
0,0.63,0.85,69.1,88.1,0.44,0.141,1.07,0.12,0.14,0.209,0.254,0.19,0.21,0.12,0.15,0.236,0.275,110,0.08,0.1,0.181,0.446,0.732,2.41,0.02,0.092,0.567,66,0.07,0,0.006,0.004,0.001,0,4.15,0.91,0.47,0.04,2.43
1,0.7,0.94,75.3,96.2,0.48,0.166,1.06,0.1,0.12,0.197,0.297,0.19,0.216,0.12,0.17,0.239,0.292,108,0.08,0.07,0.146,0.549,0.724,2.71,0.04,0.135,0.621,68,0.111,0.02,0.027,0.013,0.004,0.002,6.14,1.06,0.48,0.04,2.43
0,0.62,0.89,70.9,95.9,0.433,0.148,0.87,0.12,0.14,0.205,0.241,0.2,0.214,0.1,0.14,0.218,0.273,114,0.1,0.11,0.206,0.468,0.723,2.73,0.02,0.11,0.556,66,0.098,0.01,0.008,0.005,0.0007,0,6.01,0.94,0.55,0.04,2.43
1,0.67,0.93,76.7,100.8,0.451,0.162,1.12,0.1,0.14,0.211,0.256,0.21,0.206,0.09,0.13,0.189,0.256,115,0.1,0.11,0.204,0.468,0.721,2.86,0.01,0.09,0.612,64,0.067,0,0.005,0.003,0.0007,0.0005,5.46,0.99,0.55,0.04,2.43
1,0.71,0.96,74.4,96.8,0.478,0.179,1.01,0.1,0.12,0.181,0.196,0.15,0.185,0.1,0.13,0.183,0.261,105,0.11,0.09,0.205,0.54,0.749,2.37,0.03,0.134,0.535,63,0.075,0.2,0.282,0.161,0.05,0.05,2.88,0.51,0.57,0.05,2.43
0,0.61,0.85,70.4,92.2,0.436,0.141,1.01,0.1,0.13,0.182,0.211,0.2,0.204,0.09,0.13,0.209,0.265,115,0.08,0.1,0.177,0.454,0.724,2.81,0.02,0.112,0.672,65,0.061,0,0.007,0.004,0.0002,0,5.4,0.68,0.66,0.05,2.43
1,0.68,0.92,67.3,87.8,0.463,0.163,1.08,0.11,0.11,0.187,0.304,0.12,0.206,0.12,0.15,0.228,0.288,99,0.11,0.06,0.17,0.632,0.745,1.78,0.03,0.144,0.587,71,0.107,0.34,0.504,0.264,0.09,0.09,2.48,0.54,0.64,0.07,2.43
1,0.66,0.89,70.8,92.3,0.463,0.151,0.93,0.09,0.11,0.166,0.23,0.15,0.197,0.08,0.12,0.189,0.258,108,0.11,0.08,0.192,0.571,0.699,2.26,0.02,0.145,0.476,64,0.088,0.25,0.382,0.202,0.06,0.06,4.99,0.96,0.65,0.07,2.43
1,0.72,0.96,75.3,96.5,0.487,0.177,1.22,0.1,0.12,0.2,0.263,0.17,0.208,0.11,0.14,0.196,0.282,105,0.11,0.09,0.202,0.563,0.718,2.45,0.03,0.135,0.655,70,0.118,0.26,0.359,0.201,0.07,0.06,5.7,1.14,1.05,0.09,2.43
1,0.68,0.91,69.1,92.1,0.476,0.156,0.94,0.08,0.1,0.155,0.165,0.13,0.195,0.1,0.14,0.21,0.27,102,0.1,0.07,0.169,0.603,0.709,1.72,0.02,0.146,0.552,73,0.128,0.36,0.524,0.303,0.09,0.09,2.06,0.57,0.77,0.1,2.43
1,0.8,1.1,88.3,113.7,0.526,0.205,1.34,0.12,0.14,0.217,0.29,0.23,0.188,0.14,0.17,0.209,0.267,110,0.14,0.1,0.243,0.569,0.72,3.28,0.03,0.102,0.617,69,0.092,0.01,0.011,0.008,0.002,0.002,7.28,1.08,0.51,0.03,2.44
1,0.73,1.02,86.6,115.2,0.484,0.182,1.17,0.08,0.12,0.172,0.205,0.24,0.184,0.08,0.11,0.147,0.197,119,0.16,0.14,0.295,0.526,0.725,3.16,0.02,0.084,0.625,62,0.059,0.02,0.028,0.015,0.004,0.003,7.3,1.16,0.69,0.04,2.44
0,0.61,0.84,66,86.2,0.425,0.142,0.88,0.1,0.15,0.217,0.313,0.17,0.213,0.09,0.13,0.211,0.261,108,0.07,0.1,0.171,0.438,0.692,2.4,0.02,0.108,0.594,66,0.081,0,0.006,0.003,0.0004,0,5.11,1.38,0.46,0.05,2.44
1,0.75,1,76.7,99.4,0.504,0.183,1.09,0.09,0.11,0.174,0.198,0.14,0.18,0.12,0.16,0.212,0.258,103,0.13,0.09,0.222,0.58,0.754,2.12,0.03,0.145,0.627,67,0.118,0.33,0.437,0.261,0.09,0.09,3.62,0.78,0.55,0.06,2.44
1,0.67,0.92,69.3,91.5,0.47,0.159,1.04,0.09,0.11,0.175,0.184,0.14,0.183,0.1,0.13,0.197,0.286,103,0.11,0.08,0.193,0.588,0.761,2.05,0.03,0.154,0.599,66,0.096,0.33,0.489,0.258,0.09,0.08,4.33,1.3,0.68,0.07,2.44
0,0.64,0.88,73.1,94.1,0.441,0.155,1.01,0.13,0.15,0.223,0.271,0.2,0.201,0.11,0.14,0.218,0.269,114,0.08,0.09,0.171,0.449,0.71,2.93,0.02,0.103,0.628,66,0.055,0.01,0.01,0.006,0.0009,0.0009,5.56,1.17,0.88,0.07,2.44
1,0.68,0.93,68.1,89.4,0.476,0.163,1.16,0.09,0.11,0.192,0.24,0.11,0.206,0.1,0.14,0.208,0.262,99,0.1,0.07,0.17,0.609,0.719,1.79,0.02,0.136,0.603,72,0.133,0.32,0.47,0.258,0.08,0.07,2.62,0.72,0.69,0.08,2.44
1,0.7,1,72.9,98.6,0.478,0.173,1.08,0.09,0.11,0.175,0.211,0.13,0.195,0.1,0.13,0.181,0.241,103,0.12,0.08,0.207,0.589,0.752,2.01,0.02,0.137,0.548,68,0.115,0.36,0.508,0.285,0.1,0.09,3.18,0.64,0.71,0.08,2.44
0,0.67,0.95,72.3,96.5,0.461,0.162,1.19,0.11,0.15,0.214,0.31,0.18,0.195,0.14,0.17,0.247,0.277,107,0.08,0.09,0.163,0.464,0.695,2.51,0.03,0.097,0.695,63,0.076,0.01,0.009,0.005,0.001,0.0002,3.26,0.74,0.38,0.02,2.45
1,0.68,0.98,75.5,101.6,0.459,0.165,1.06,0.11,0.14,0.198,0.312,0.19,0.186,0.11,0.15,0.219,0.273,111,0.1,0.11,0.212,0.465,0.69,2.72,0.02,0.1,0.702,59,0.056,0.01,0.013,0.005,0.0006,0.001,4.21,0.81,0.3,0.03,2.45
1,0.7,1.01,77.6,105.6,0.463,0.176,1.02,0.11,0.16,0.224,0.263,0.18,0.186,0.11,0.14,0.202,0.229,111,0.1,0.1,0.207,0.501,0.73,2.78,0.01,0.076,0.667,64,0.066,0.01,0.01,0.008,0.0009,0.0009,4.24,0.55,0.45,0.03,2.45
0,0.61,0.82,69.4,89,0.427,0.136,0.89,0.09,0.12,0.182,0.263,0.19,0.23,0.1,0.12,0.201,0.265,114,0.06,0.09,0.149,0.419,0.768,2.72,0.02,0.106,0.567,68,0.07,0,0.002,0.001,0,0,5.04,0.95,0.47,0.03,2.45
1,0.71,0.96,79.9,100.5,0.477,0.174,1.1,0.08,0.12,0.189,0.265,0.2,0.225,0.1,0.14,0.204,0.254,113,0.09,0.08,0.167,0.541,0.7,3.08,0.03,0.122,0.618,67,0.088,0,0.003,0.002,0.0003,0.0003,4.82,1.14,0.41,0.04,2.45
0,0.65,0.92,70.6,93.7,0.44,0.155,1.11,0.12,0.17,0.238,0.295,0.19,0.198,0.12,0.15,0.229,0.283,109,0.1,0.13,0.229,0.433,0.653,2.63,0.02,0.07,0.643,63,0.073,0.01,0.011,0.006,0.001,0.0002,3.85,0.6,0.43,0.04,2.45
0,0.61,0.85,70.1,91.5,0.433,0.137,0.81,0.13,0.16,0.23,0.315,0.22,0.211,0.12,0.15,0.248,0.297,115,0.09,0.12,0.215,0.436,0.729,2.85,0.02,0.082,0.534,64,0.068,0,0.005,0.003,0.0003,0.0005,7.06,1.06,0.53,0.04,2.45
1,0.69,0.95,68.6,92.2,0.467,0.165,1.05,0.1,0.11,0.18,0.247,0.12,0.188,0.1,0.14,0.2,0.286,100,0.11,0.08,0.194,0.584,0.772,1.82,0.02,0.123,0.574,67,0.097,0.4,0.574,0.314,0.1,0.1,3.33,0.57,0.47,0.05,2.45
1,0.68,0.94,72.8,96.3,0.474,0.159,1.13,0.09,0.1,0.165,0.216,0.15,0.203,0.1,0.14,0.203,0.272,106,0.1,0.07,0.176,0.583,0.712,2.19,0.03,0.157,0.687,69,0.114,0.29,0.417,0.214,0.07,0.06,3.26,0.7,0.51,0.05,2.45
0,0.57,0.79,67.3,86.6,0.407,0.132,0.9,0.1,0.15,0.225,0.276,0.2,0.23,0.09,0.11,0.185,0.255,118,0.1,0.11,0.208,0.464,0.763,2.59,0.02,0.098,0.651,67,0.084,0,0.006,0.004,0.0003,0.0003,4.91,0.93,0.62,0.05,2.45
1,0.68,0.95,75.3,99,0.462,0.165,1.02,0.13,0.17,0.243,0.284,0.21,0.187,0.11,0.14,0.205,0.268,111,0.11,0.14,0.249,0.452,0.696,2.87,0.02,0.074,0.672,64,0.058,0,0.002,0.001,0.0002,0,4.76,0.73,0.67,0.06,2.45
0,0.64,0.91,76.2,100.4,0.444,0.15,0.9,0.11,0.14,0.192,0.251,0.24,0.199,0.09,0.12,0.185,0.264,119,0.1,0.13,0.238,0.439,0.701,3.19,0.02,0.081,0.56,62,0.045,0,0.005,0.003,0.0006,0.0002,7.67,1.08,0.75,0.06,2.45
1,0.73,0.95,73,93.3,0.498,0.177,1.04,0.08,0.1,0.175,0.216,0.12,0.215,0.11,0.16,0.22,0.276,100,0.1,0.05,0.15,0.691,0.758,1.87,0.03,0.174,0.527,75,0.172,0.44,0.598,0.337,0.11,0.08,3.96,1.05,0.66,0.07,2.45
1,0.7,0.92,71.2,89.6,0.487,0.164,1.13,0.09,0.1,0.171,0.215,0.12,0.216,0.11,0.15,0.216,0.283,101,0.1,0.06,0.164,0.615,0.753,2.03,0.03,0.126,0.581,76,0.128,0.35,0.489,0.264,0.08,0.07,3.32,0.84,0.67,0.07,2.45
1,0.74,1.03,78.9,104.1,0.489,0.186,1.05,0.11,0.14,0.199,0.211,0.18,0.168,0.09,0.12,0.168,0.257,107,0.15,0.14,0.283,0.52,0.704,2.59,0.02,0.092,0.675,59,0.039,0.23,0.308,0.161,0.06,0.05,4.36,0.68,0.89,0.07,2.45
1,0.68,0.87,72.8,88.6,0.477,0.156,1.08,0.08,0.09,0.164,0.212,0.16,0.242,0.09,0.14,0.201,0.283,107,0.1,0.05,0.15,0.635,0.751,2.33,0.03,0.164,0.613,76,0.149,0.29,0.424,0.222,0.07,0.06,4.36,1.15,0.83,0.09,2.45
0,0.6,0.81,67.7,85.7,0.429,0.135,1,0.12,0.16,0.23,0.273,0.19,0.216,0.09,0.12,0.196,0.277,112,0.09,0.1,0.191,0.449,0.754,2.8,0.02,0.1,0.647,67,0.055,0,0.005,0.003,0.0001,0,5.16,0.99,0.95,0.09,2.45
1,0.72,1,80.5,105,0.489,0.17,1.33,0.12,0.16,0.23,0.284,0.2,0.182,0.13,0.15,0.21,0.24,111,0.13,0.12,0.252,0.51,0.716,2.55,0.02,0.088,0.5,61,0.049,0,0.003,0.002,0.0003,0,3.1,0.71,0.4,0.02,2.46
1,0.7,0.97,76.2,100.3,0.472,0.168,1.16,0.13,0.15,0.228,0.327,0.2,0.203,0.12,0.14,0.204,0.276,110,0.09,0.1,0.191,0.49,0.688,2.86,0.01,0.089,0.635,65,0.082,0,0.004,0.002,0.001,0.0004,3.97,0.57,0.47,0.03,2.46
1,0.68,0.92,76.6,101,0.476,0.161,1.12,0.09,0.14,0.21,0.232,0.2,0.192,0.09,0.13,0.185,0.233,113,0.12,0.1,0.218,0.544,0.735,2.82,0.01,0.093,0.566,67,0.073,0,0.001,0,0.0002,0,4.24,0.84,0.48,0.03,2.46
0,0.64,0.96,71.7,98.2,0.45,0.149,1.05,0.08,0.12,0.174,0.272,0.17,0.192,0.1,0.14,0.225,0.261,112,0.08,0.1,0.178,0.46,0.689,2.69,0.03,0.119,0.548,64,0.092,0,0.006,0.003,0.0007,0,4.44,0.62,0.58,0.03,2.46
0,0.63,0.85,64.5,81.7,0.449,0.146,0.97,0.06,0.09,0.142,0.223,0.1,0.203,0.07,0.12,0.182,0.291,102,0.08,0.07,0.149,0.546,0.718,1.89,0.03,0.153,0.509,67,0.119,0.29,0.46,0.234,0.07,0.06,2.6,0.69,0.61,0.05,2.46
1,0.74,1.01,78,101.8,0.495,0.186,1.13,0.09,0.12,0.186,0.239,0.16,0.192,0.1,0.14,0.188,0.248,105,0.14,0.1,0.241,0.595,0.721,2.12,0.03,0.121,0.547,67,0.09,0.3,0.404,0.229,0.08,0.08,3.25,0.81,0.58,0.06,2.46
1,0.72,0.97,72.7,93.9,0.487,0.18,1.05,0.08,0.11,0.17,0.198,0.12,0.187,0.09,0.13,0.179,0.261,101,0.11,0.07,0.184,0.618,0.743,1.98,0.03,0.137,0.515,68,0.097,0.35,0.483,0.265,0.09,0.08,2.54,0.59,0.69,0.07,2.46
1,0.67,0.87,73.9,90.3,0.464,0.159,1.01,0.12,0.15,0.23,0.312,0.21,0.224,0.12,0.14,0.212,0.293,110,0.08,0.09,0.174,0.479,0.777,2.9,0.02,0.097,0.59,66,0.072,0,0.005,0.003,0.0004,0.0002,5.65,1.18,0.72,0.07,2.46
0,0.66,0.93,76.4,100.7,0.455,0.153,1,0.1,0.14,0.19,0.209,0.22,0.185,0.08,0.11,0.175,0.25,116,0.12,0.13,0.247,0.467,0.69,2.86,0.02,0.096,0.573,58,0.037,0.01,0.014,0.006,0.001,0.002,6.91,1.24,0.73,0.07,2.46
1,0.7,0.97,71,95,0.484,0.168,1.11,0.07,0.09,0.143,0.185,0.1,0.184,0.09,0.14,0.2,0.249,102,0.11,0.07,0.177,0.621,0.659,1.75,0.03,0.184,0.494,69,0.127,0.39,0.547,0.297,0.1,0.09,2.52,0.46,0.68,0.08,2.46
1,0.69,0.96,71.3,94.6,0.466,0.172,1.1,0.1,0.12,0.178,0.231,0.13,0.192,0.11,0.14,0.205,0.275,103,0.1,0.08,0.174,0.551,0.734,2.07,0.02,0.127,0.541,70,0.071,0.32,0.462,0.255,0.09,0.07,3.36,0.8,0.86,0.09,2.46
1,0.66,0.87,66.9,85.7,0.456,0.159,1.07,0.1,0.11,0.196,0.226,0.12,0.226,0.11,0.15,0.229,0.291,101,0.09,0.07,0.16,0.593,0.732,1.94,0.03,0.148,0.597,77,0.134,0.32,0.479,0.252,0.08,0.07,4.17,0.94,0.86,0.09,2.46
0,0.64,0.89,68.8,89.4,0.444,0.154,1.01,0.1,0.13,0.191,0.26,0.17,0.204,0.11,0.14,0.224,0.277,107,0.09,0.09,0.18,0.477,0.677,2.41,0.02,0.103,0.529,64,0.069,0,0.006,0.004,0.0004,0.0004,3.91,0.96,0.3,0.02,2.47
1,0.71,1.01,80.5,106.7,0.479,0.176,1.17,0.12,0.16,0.23,0.272,0.24,0.2,0.14,0.17,0.235,0.267,114,0.11,0.12,0.233,0.487,0.755,2.97,0.03,0.083,0.667,60,0.077,0.01,0.009,0.005,0.001,0.001,5.17,0.65,0.35,0.03,2.47
1,0.69,0.9,73.4,90.7,0.478,0.167,1.09,0.13,0.15,0.233,0.316,0.2,0.214,0.13,0.15,0.224,0.298,106,0.1,0.09,0.185,0.52,0.742,2.74,0.02,0.084,0.588,62,0.072,0,0,0,0,0.0001,4.66,1.12,0.41,0.04,2.47
1,0.65,0.9,74.2,95.6,0.451,0.155,1,0.09,0.14,0.209,0.221,0.21,0.207,0.08,0.09,0.143,0.255,114,0.15,0.16,0.306,0.477,0.719,2.77,0.01,0.069,0.72,62,0.081,0,0.007,0.004,0.0008,0.0004,4.75,0.64,0.49,0.04,2.47
0,0.61,0.82,67.2,84.7,0.433,0.141,1.02,0.11,0.13,0.198,0.302,0.18,0.241,0.11,0.14,0.232,0.286,111,0.06,0.06,0.126,0.51,0.724,2.65,0.03,0.119,0.608,68,0.091,0,0.003,0.002,0.0009,0.0004,4.85,1.09,0.51,0.05,2.47
1,0.72,0.96,83.8,104.2,0.486,0.18,1.06,0.1,0.14,0.207,0.253,0.25,0.21,0.1,0.13,0.173,0.261,116,0.11,0.1,0.213,0.515,0.744,3.42,0.02,0.099,0.608,66,0.049,0.01,0.016,0.009,0.003,0.0008,9.41,1.38,0.66,0.05,2.47
0,0.66,0.93,67.8,91.1,0.453,0.164,1.07,0.1,0.11,0.168,0.259,0.12,0.186,0.12,0.14,0.216,0.282,102,0.09,0.07,0.167,0.553,0.686,1.9,0.03,0.154,0.63,68,0.08,0.3,0.455,0.225,0.08,0.06,3.34,0.87,0.69,0.07,2.47
1,0.71,0.94,78.8,98.4,0.486,0.171,1.13,0.12,0.13,0.208,0.237,0.23,0.212,0.1,0.13,0.182,0.281,110,0.13,0.1,0.227,0.572,0.802,2.7,0.03,0.093,0.727,65,0.062,0.2,0.279,0.155,0.05,0.06,5.01,1.15,0.85,0.09,2.47
1,0.7,0.91,70.5,89.6,0.484,0.171,1.01,0.08,0.09,0.161,0.183,0.12,0.23,0.09,0.13,0.192,0.267,101,0.11,0.06,0.166,0.668,0.772,1.93,0.03,0.163,0.632,81,0.183,0.39,0.545,0.298,0.1,0.09,4.1,0.97,0.93,0.1,2.47
1,0.72,1,79.3,103.6,0.488,0.176,1.11,0.1,0.14,0.2,0.251,0.21,0.187,0.13,0.15,0.211,0.276,110,0.12,0.11,0.23,0.526,0.715,2.83,0.02,0.1,0.611,63,0.068,0.03,0.038,0.021,0.009,0.006,4.27,1.12,0.34,0.03,2.48
1,0.65,0.91,73.8,94.1,0.448,0.156,1.12,0.12,0.14,0.208,0.291,0.21,0.209,0.12,0.14,0.221,0.288,113,0.09,0.09,0.181,0.489,0.713,2.74,0.02,0.114,0.603,63,0.056,0.01,0.014,0.007,0.002,0.0002,6.31,1.16,0.5,0.03,2.48
0,0.63,0.87,71.1,92.5,0.445,0.144,0.97,0.1,0.13,0.201,0.282,0.2,0.227,0.1,0.13,0.214,0.268,113,0.09,0.09,0.175,0.492,0.703,2.64,0.02,0.119,0.625,66,0.105,0.02,0.026,0.013,0.004,0.004,4.68,0.82,0.46,0.04,2.48
0,0.63,0.85,69.5,89.3,0.442,0.146,0.99,0.12,0.15,0.218,0.317,0.19,0.225,0.12,0.15,0.24,0.283,110,0.09,0.09,0.183,0.493,0.706,2.61,0.02,0.108,0.602,64,0.068,0.04,0.07,0.034,0.01,0.009,4.08,0.88,0.51,0.04,2.48
1,0.75,1.04,82.5,108.7,0.502,0.184,1.01,0.09,0.13,0.189,0.211,0.2,0.169,0.11,0.14,0.181,0.245,110,0.13,0.12,0.248,0.517,0.717,2.96,0.02,0.097,0.507,60,0.058,0.01,0.015,0.007,0.002,0.001,4.23,0.78,0.69,0.05,2.48
0,0.64,0.88,71.7,92.2,0.449,0.154,0.96,0.12,0.16,0.227,0.322,0.2,0.197,0.12,0.14,0.224,0.285,111,0.09,0.1,0.192,0.475,0.721,2.83,0.01,0.087,0.622,63,0.056,0.01,0.009,0.005,0.001,0,4.17,0.82,0.62,0.06,2.48
0,0.6,0.83,69.4,89,0.427,0.134,0.86,0.11,0.14,0.214,0.295,0.2,0.226,0.09,0.12,0.193,0.27,116,0.08,0.09,0.172,0.449,0.714,2.75,0.02,0.097,0.569,67,0.068,0.01,0.01,0.006,0.001,0.0002,5.1,0.75,0.78,0.07,2.48
1,0.68,0.93,72.4,94.9,0.468,0.169,1.15,0.1,0.11,0.17,0.206,0.15,0.209,0.12,0.16,0.228,0.267,107,0.09,0.06,0.152,0.587,0.715,2.21,0.03,0.17,0.676,73,0.104,0.3,0.438,0.237,0.08,0.07,3.78,1.03,0.74,0.08,2.48
